Customer_ID,Customer_Age,Gender,City,Income_Level,Product_Category,Product_Price,Discount_Percentage,Competitor_Price,Brand_Loyalty_Score,Previous_Purchases,Avg_Monthly_Spend,App_Usage_Hours,Delivery_Time_Minutes,Stock_Availability,Ad_Clicked,Festival_Season,Payment_Mode,Membership_Level,Device_Type,Browser_Type,Time_Slot,Weather_Condition,Session_Duration_Minutes,Customer_Rating,Product_Return_Rate,Coupon_Used,Wishlist_Count,Review_Count,Random_Noise_1,Random_Noise_2,Lucky_Number,Will_Buy,Quantity
CUST_108697,30,Female,Delhi,84754,Personal Care,1502.76,20,1630.1,8.74,4,9227.01,6.68,97,1,1,0,Cash,Silver,Android,Safari,Afternoon,Cloudy,37.37,4.1,0.15,1,11,280,6397,some,41,1,3
CUST_108698,35,Male,Chennai,208703,Beverages,326.04,54,361.3,2.16,8,45616.37,7.49,107,1,0,0,Cash,Silver,Android,Chrome,Morning,Sunny,12.99,1.6,0.09,1,8,267,6182,whole,49,1,3
CUST_108699,63,Male,Delhi,130790,Frozen Food,311.88,29,336.75,2.79,10,51799.74,7.94,25,1,0,0,Cash,Gold,Android,Firefox,Afternoon,Rainy,59.35,2.9,0.36,0,16,101,7076,really,79,1,4
CUST_108700,52,Male,Mumbai,87834,Snacks,543.26,21,476.14,3.43,4,9787.54,11.98,97,1,0,0,Credit Card,Bronze,Android,Chrome,Morning,Cloudy,14.87,2.5,0.18,1,5,424,7755,former,8,1,3
CUST_108701,49,Male,Bangalore,185238,Dairy,1611.2,56,1455.57,7.21,3,13823.5,10.89,104,1,0,0,Credit Card,Silver,Desktop,Edge,Morning,Cloudy,42.68,1.3,0.17,0,11,2,8554,drug,61,1,4
CUST_108702,60,Male,Chennai,52426,Frozen Food,1663.97,10,1483.48,3.28,5,4975.97,9.4,77,1,1,0,UPI,Gold,Desktop,Safari,Night,Sunny,23.46,2.3,0.33,1,12,232,6125,behind,99,0,0
CUST_108703,60,Female,Hyderabad,59522,Frozen Food,863.02,36,766.85,6.78,8,16581.21,6.38,42,1,0,0,Cash,Bronze,Tablet,Firefox,Evening,Humid,33.59,1.2,0.33,0,9,253,4538,indicate,74,1,3
CUST_108704,52,Male,Bangalore,207175,Personal Care,1049.29,52,990.47,8.74,8,34403.9,3.37,103,1,0,0,Wallet,Gold,iPhone,Safari,Evening,Cloudy,49.65,1.9,0.26,1,10,233,3534,card,81,1,5
CUST_108705,29,Female,Bangalore,175629,Beverages,1676.65,18,1617.18,7.53,5,9187.86,1.15,93,0,0,0,Wallet,Bronze,Tablet,Chrome,Morning,Humid,47.56,2.1,0.28,1,16,470,7284,argue,30,1,1
CUST_108706,31,Female,Hyderabad,119954,Personal Care,327.18,36,325.35,4.46,11,45066.22,8.12,84,1,0,0,UPI,Platinum,Desktop,Edge,Morning,Sunny,12.28,1.3,0.31,1,12,314,5314,wrong,26,1,5
CUST_108707,40,Female,Mumbai,239873,Frozen Food,1016.49,35,1209.99,7.56,2,63072.21,10.61,22,1,0,0,Credit Card,Bronze,Tablet,Safari,Evening,Cloudy,18.4,1.7,0.26,0,1,74,5317,future,18,1,2
CUST_108708,61,Male,Kolkata,51620,Household,175.23,19,181.16,3.49,9,6051.98,6.57,115,1,0,0,Debit Card,Platinum,Desktop,Safari,Morning,Cloudy,54.49,3.1,0.18,1,12,400,7909,son,68,1,9
CUST_108709,66,Female,Delhi,39106,Dairy,447.21,0,426.28,3.34,8,6695.42,3.03,55,1,0,0,Debit Card,Gold,Android,Edge,Afternoon,Rainy,38.95,3.9,0.21,1,1,472,3878,drive,87,0,0
CUST_108710,26,Female,Kolkata,143097,Beverages,92.2,19,107.56,7.87,7,26160.35,8.4,104,1,0,1,Cash,Gold,Android,Firefox,Morning,Sunny,44.88,2.4,0.29,1,7,10,2463,building,16,1,2
CUST_108711,24,Male,Bangalore,127901,Personal Care,1404.13,3,1419.54,4.87,3,19289.62,2.26,65,1,1,1,Wallet,Bronze,Tablet,Safari,Night,Cloudy,25.29,4.3,0.11,0,13,242,5987,list,79,1,6
CUST_108712,40,Male,Chennai,209496,Personal Care,548.06,17,612.43,5.53,6,31553.15,9.95,115,1,0,0,Debit Card,Platinum,Android,Firefox,Afternoon,Rainy,23.43,1.4,0.33,0,2,211,8001,reduce,11,1,4
CUST_108713,46,Male,Hyderabad,19716,Dairy,1389.72,29,1582.9,7.16,5,5396.46,10.27,72,1,0,0,Credit Card,Platinum,Desktop,Edge,Afternoon,Rainy,11.16,2.1,0.3,1,2,132,9027,none,21,1,4
CUST_108714,50,Female,Bangalore,219727,Frozen Food,1687.08,59,2007.69,7.88,12,39739.98,8.98,46,1,0,0,UPI,Silver,Tablet,Edge,Morning,Humid,33.71,5.0,0.11,0,0,5,5130,century,92,1,5
CUST_108715,50,Female,Hyderabad,141919,Snacks,551.03,16,517.54,7.07,14,50230.8,10.52,40,1,1,0,Cash,Bronze,Android,Safari,Morning,Humid,2.29,2.7,0.38,1,15,377,3687,beyond,53,1,1
CUST_108716,55,Female,Chennai,165578,Beverages,1032.95,34,1025.93,5.61,8,42183.66,7.93,43,1,0,1,Wallet,Silver,Tablet,Firefox,Morning,Sunny,24.5,1.3,0.25,0,9,16,6529,defense,2,1,3
CUST_108717,50,Male,Chennai,124749,Frozen Food,1789.29,17,2069.29,6.33,7,45368.76,11.1,68,1,0,0,UPI,Gold,Tablet,Safari,Evening,Cloudy,3.79,3.5,0.12,0,13,215,3212,one,71,1,1
CUST_108718,30,Male,Mumbai,182503,Snacks,1168.89,31,1363.94,3.43,9,50794.1,1.13,12,0,0,0,Wallet,Platinum,Desktop,Safari,Morning,Humid,31.88,4.8,0.39,1,11,446,4285,degree,83,1,6
CUST_108719,23,Female,Delhi,182823,Frozen Food,313.83,16,314.19,7.21,5,58770.19,3.94,14,1,0,0,Debit Card,Bronze,iPhone,Firefox,Night,Rainy,2.23,3.5,0.08,1,4,211,4373,under,21,1,1
CUST_108720,49,Female,Hyderabad,67290,Snacks,1216.54,3,1452.02,3.73,6,13439.12,5.88,70,1,0,0,UPI,Platinum,Android,Edge,Afternoon,Humid,21.9,1.2,0.02,0,13,314,8325,same,85,1,3
CUST_108721,39,Male,Mumbai,71195,Household,1291.54,41,1218.35,1.24,8,17958.82,5.82,105,1,0,0,Wallet,Gold,Desktop,Edge,Night,Humid,30.22,2.6,0.36,1,10,250,4615,good,83,1,10
CUST_108722,23,Female,Hyderabad,179920,Personal Care,537.13,13,476.32,4.66,5,30647.04,2.95,49,1,0,0,UPI,Gold,iPhone,Safari,Night,Sunny,54.89,1.0,0.13,0,7,367,4682,win,22,1,4
CUST_108723,60,Male,Bangalore,49274,Beverages,1304.69,13,1311.78,8.21,5,3343.72,8.59,51,1,0,0,Debit Card,Bronze,Tablet,Firefox,Night,Humid,5.85,4.9,0.29,0,7,361,9077,film,19,1,3
CUST_108724,60,Male,Kolkata,245315,Frozen Food,1217.99,26,1112.53,5.44,6,50375.99,6.29,23,1,0,1,Wallet,Platinum,Tablet,Safari,Afternoon,Cloudy,32.7,3.1,0.37,0,19,196,6871,newspaper,64,1,3
CUST_108725,58,Male,Kolkata,115020,Household,256.21,27,236.53,5.84,8,41771.81,3.61,97,1,0,0,Wallet,Platinum,Tablet,Chrome,Evening,Rainy,36.83,2.9,0.1,0,6,13,9430,cut,38,1,3
CUST_108726,22,Female,Hyderabad,184683,Household,309.82,58,356.54,9.85,5,58998.5,11.91,117,1,0,1,Wallet,Silver,Desktop,Edge,Night,Rainy,59.34,4.2,0.09,0,19,135,7720,culture,7,1,3
CUST_108727,32,Female,Chennai,117740,Frozen Food,536.63,45,621.83,8.89,12,28614.87,6.69,69,1,0,0,Credit Card,Gold,Android,Firefox,Night,Sunny,53.37,1.8,0.28,1,13,445,9497,wide,46,1,6
CUST_108728,39,Female,Bangalore,95469,Beverages,492.37,25,578.98,8.79,7,16041.37,10.04,78,1,1,0,Debit Card,Platinum,Tablet,Safari,Afternoon,Cloudy,57.46,3.3,0.31,0,11,388,8795,note,76,1,2
CUST_108729,61,Female,Bangalore,218803,Personal Care,1845.52,14,2042.3,8.71,9,68901.01,9.74,44,1,1,1,Credit Card,Gold,Android,Firefox,Night,Cloudy,17.01,4.3,0.01,0,12,298,8265,such,81,1,9
CUST_108730,51,Male,Chennai,147731,Personal Care,897.31,31,946.69,2.6,14,26692.26,1.46,97,1,1,1,Cash,Bronze,Desktop,Safari,Afternoon,Sunny,31.71,3.5,0.05,1,16,337,2067,oil,43,1,5
CUST_108731,51,Male,Chennai,38828,Household,1510.61,24,1746.24,6.58,11,13480.94,7.55,48,1,0,0,Credit Card,Silver,Android,Firefox,Night,Cloudy,52.27,2.2,0.34,1,13,453,1601,value,88,1,5
CUST_108732,30,Female,Hyderabad,207920,Beverages,917.38,38,813.26,6.38,5,40757.42,10.78,22,1,1,0,Cash,Bronze,Tablet,Edge,Morning,Sunny,50.57,4.1,0.36,1,10,130,1679,mother,72,1,3
CUST_108733,38,Female,Delhi,153832,Beverages,1180.34,59,1145.87,6.98,5,15973.27,2.74,70,1,0,0,Credit Card,Bronze,Tablet,Edge,Evening,Humid,28.88,4.1,0.01,0,14,62,3883,south,68,1,6
CUST_108734,32,Female,Kolkata,139379,Dairy,73.22,10,87.31,3.33,9,20751.44,2.83,84,1,1,0,UPI,Platinum,Desktop,Safari,Evening,Sunny,36.33,3.9,0.35,0,19,418,6837,conference,22,1,2
CUST_108735,65,Female,Kolkata,91424,Personal Care,1698.89,42,1931.96,4.57,11,20485.66,2.53,76,1,1,0,Wallet,Platinum,Android,Safari,Afternoon,Cloudy,11.35,3.3,0.02,0,13,440,3741,body,61,1,6
CUST_108736,21,Female,Delhi,55493,Household,1782.51,26,1550.99,3.09,8,15656.65,7.84,64,1,0,1,Wallet,Gold,Android,Chrome,Evening,Cloudy,53.64,2.7,0.32,0,6,292,1853,individual,57,1,2
CUST_108737,59,Male,Hyderabad,79814,Personal Care,1712.8,38,1462.25,7.67,9,10251.95,10.2,40,1,0,0,UPI,Bronze,Tablet,Chrome,Afternoon,Sunny,52.24,1.7,0.29,0,17,142,3419,piece,18,1,4
CUST_108738,60,Female,Kolkata,119835,Household,1445.83,16,1569.15,5.82,12,36572.97,11.06,56,1,1,0,Wallet,Gold,iPhone,Edge,Afternoon,Cloudy,40.39,4.3,0.21,0,15,282,6717,more,44,1,4
CUST_108739,41,Female,Chennai,82927,Personal Care,200.7,50,235.3,2.89,9,12485.71,2.2,37,1,0,0,Debit Card,Gold,Tablet,Safari,Evening,Sunny,23.59,4.5,0.16,1,5,371,8745,knowledge,39,1,5
CUST_108740,31,Female,Hyderabad,170744,Dairy,1711.41,20,1761.9,8.75,4,13126.54,3.04,68,1,0,1,Wallet,Silver,Desktop,Chrome,Afternoon,Humid,18.17,4.6,0.08,1,5,28,4051,contain,23,1,3
CUST_108741,59,Male,Bangalore,52416,Frozen Food,1678.73,24,1720.61,2.67,11,14679.44,9.27,82,1,1,1,Debit Card,Bronze,iPhone,Safari,Morning,Sunny,22.72,3.7,0.1,1,5,199,9906,first,7,1,5
CUST_108742,67,Female,Chennai,188576,Snacks,1004.84,48,945.82,3.14,9,20081.33,8.78,94,1,1,0,Wallet,Silver,Tablet,Chrome,Night,Sunny,7.04,2.1,0.13,1,18,285,7388,book,65,1,6
CUST_108743,25,Female,Hyderabad,155220,Beverages,1673.2,54,1702.55,9.43,12,61275.3,2.42,70,1,0,0,UPI,Platinum,Tablet,Edge,Evening,Humid,39.36,2.0,0.22,1,15,9,1643,value,21,1,3
CUST_108744,69,Female,Chennai,108464,Personal Care,1784.89,27,1701.99,1.37,9,27759.88,5.72,119,1,0,0,Debit Card,Gold,iPhone,Chrome,Evening,Sunny,30.78,3.3,0.04,1,13,25,9437,campaign,55,1,5
CUST_108745,50,Male,Hyderabad,225436,Snacks,1701.88,49,1765.43,2.41,10,78321.73,10.09,40,1,0,0,UPI,Bronze,Android,Safari,Night,Sunny,26.24,3.4,0.3,0,5,52,3913,none,16,1,6
CUST_108746,29,Female,Mumbai,220938,Snacks,156.72,10,166.36,6.94,9,82726.03,5.47,115,1,1,1,UPI,Bronze,Android,Edge,Night,Sunny,20.6,3.1,0.31,1,8,398,4651,brother,81,1,2
CUST_108747,31,Male,Hyderabad,179552,Snacks,335.25,23,313.89,4.04,8,31890.59,10.7,104,1,0,1,Credit Card,Silver,iPhone,Safari,Night,Humid,31.91,4.9,0.36,0,7,76,7872,kid,44,1,4
CUST_108748,42,Male,Kolkata,149386,Personal Care,1501.96,47,1495.6,6.08,10,37561.74,8.29,73,1,0,0,Credit Card,Platinum,Desktop,Firefox,Morning,Cloudy,4.82,2.6,0.26,0,1,267,6691,general,35,1,6
CUST_108749,49,Male,Kolkata,51213,Dairy,655.95,56,662.75,6.62,4,13734.67,1.69,117,1,0,1,Wallet,Gold,iPhone,Firefox,Afternoon,Rainy,57.39,2.6,0.22,0,16,212,2159,organization,17,1,4
CUST_108750,50,Male,Mumbai,173241,Snacks,817.6,19,937.9,6.15,11,50860.97,5.7,39,1,0,1,Cash,Gold,iPhone,Chrome,Night,Humid,54.62,1.3,0.28,0,18,304,2397,apply,32,1,6
CUST_108751,62,Female,Kolkata,99306,Beverages,732.1,7,718.96,4.1,2,11883.57,9.64,90,1,0,0,Credit Card,Silver,iPhone,Firefox,Night,Sunny,15.68,4.1,0.39,1,19,368,4832,my,14,0,0
CUST_108752,33,Male,Kolkata,32363,Dairy,469.55,22,449.71,3.07,9,3445.68,2.35,94,1,1,0,UPI,Bronze,Desktop,Edge,Night,Cloudy,38.61,1.8,0.23,1,0,28,5739,within,8,1,8
CUST_108753,34,Female,Chennai,239445,Household,1996.49,56,1859.81,7.09,5,22189.9,1.01,108,1,1,0,Debit Card,Platinum,iPhone,Chrome,Evening,Cloudy,6.83,1.9,0.04,0,17,10,5763,him,70,1,3
CUST_108754,25,Female,Kolkata,116214,Household,94.76,7,113.54,8.65,6,26971.22,8.73,79,0,0,0,Wallet,Gold,Tablet,Chrome,Night,Rainy,6.72,3.2,0.36,0,0,266,3323,occur,16,1,1
CUST_108755,18,Female,Kolkata,219409,Snacks,1295.9,15,1155.23,3.68,10,70222.03,10.68,101,1,1,0,Debit Card,Gold,Tablet,Safari,Night,Sunny,50.33,1.7,0.29,1,7,220,3912,no,11,1,2
CUST_108756,51,Female,Kolkata,21251,Snacks,752.58,12,644.8,2.08,10,8089.68,10.96,41,1,0,0,Credit Card,Gold,Android,Chrome,Evening,Cloudy,55.18,2.6,0.28,1,10,200,9260,behind,40,1,3
CUST_108757,40,Female,Chennai,44116,Snacks,1073.08,5,1244.07,3.38,6,16674.21,1.19,101,1,1,0,Credit Card,Bronze,Android,Edge,Afternoon,Rainy,37.05,3.3,0.28,1,1,352,9425,look,11,1,3
CUST_108758,64,Female,Delhi,205658,Frozen Food,279.1,57,324.42,1.14,6,67005.86,9.98,71,1,0,0,UPI,Bronze,iPhone,Edge,Morning,Rainy,58.41,2.4,0.22,1,14,376,4975,available,63,1,4
CUST_108759,43,Male,Hyderabad,105868,Frozen Food,607.97,4,723.99,4.41,6,11486.82,3.71,78,1,0,0,Cash,Gold,Desktop,Edge,Morning,Sunny,57.66,2.3,0.31,1,0,92,3641,scene,26,1,6
CUST_108760,40,Female,Chennai,235125,Snacks,1718.36,22,1501.38,8.53,7,50804.17,3.89,44,1,0,0,Debit Card,Bronze,Desktop,Firefox,Afternoon,Cloudy,12.65,1.8,0.02,1,0,344,9647,nature,3,1,3
CUST_108761,46,Male,Delhi,96019,Beverages,1588.75,32,1674.72,1.89,8,4847.91,7.6,90,1,0,0,Credit Card,Silver,Tablet,Chrome,Evening,Rainy,39.55,1.7,0.1,0,10,39,4076,attorney,40,0,0
CUST_108762,36,Male,Kolkata,159627,Dairy,286.9,30,279.82,5.58,8,39510.17,8.92,27,1,1,1,Credit Card,Gold,Desktop,Firefox,Morning,Sunny,6.34,3.1,0.11,1,10,129,5386,some,67,1,1
CUST_108763,26,Female,Hyderabad,118238,Frozen Food,411.65,55,391.04,5.17,17,22095.75,4.96,107,1,1,0,Cash,Silver,Android,Firefox,Evening,Humid,19.27,4.7,0.06,1,0,451,4614,today,19,1,3
CUST_108764,55,Male,Chennai,178652,Frozen Food,1951.9,59,2031.84,7.61,12,60778.78,7.76,79,1,0,0,Cash,Platinum,Tablet,Safari,Evening,Sunny,20.13,1.2,0.08,0,11,190,2219,night,88,1,3
CUST_108765,52,Male,Mumbai,188758,Frozen Food,1383.49,25,1294.34,8.32,10,71280.67,11.04,109,1,1,0,Wallet,Gold,iPhone,Firefox,Morning,Sunny,28.67,2.5,0.03,1,3,370,7665,behavior,18,1,4
CUST_108766,44,Male,Bangalore,23733,Beverages,1574.9,11,1867.02,8.01,14,2755.19,3.2,21,1,1,0,Wallet,Platinum,Desktop,Safari,Evening,Cloudy,39.52,3.9,0.25,0,19,128,3761,according,88,1,7
CUST_108767,29,Female,Hyderabad,205823,Frozen Food,1971.83,0,2330.4,6.84,10,49932.71,3.98,93,1,1,0,Debit Card,Bronze,Tablet,Firefox,Evening,Cloudy,40.46,1.8,0.2,1,13,200,1114,leader,75,1,1
CUST_108768,46,Female,Mumbai,100157,Frozen Food,1781.94,18,1999.04,5.68,10,23745.28,3.42,13,1,1,0,Wallet,Silver,iPhone,Safari,Evening,Sunny,7.49,1.8,0.31,1,15,228,1266,mission,4,1,4
CUST_108769,26,Male,Bangalore,177001,Snacks,1140.63,24,1247.3,8.75,6,69227.01,11.38,43,1,0,0,Wallet,Gold,Tablet,Firefox,Afternoon,Rainy,58.97,4.9,0.37,0,4,24,1965,under,95,1,3
CUST_108770,28,Female,Bangalore,135500,Frozen Food,1117.38,49,1236.12,3.54,1,44501.74,2.5,90,1,0,0,Cash,Silver,Tablet,Firefox,Night,Humid,19.19,3.8,0.16,1,6,332,6392,beautiful,3,1,5
CUST_108771,52,Male,Bangalore,170624,Frozen Food,1279.29,52,1254.35,5.35,10,16824.31,8.14,22,1,1,0,Wallet,Bronze,Android,Firefox,Morning,Rainy,15.96,3.8,0.32,0,10,16,7255,national,56,1,2
CUST_108772,41,Male,Delhi,209944,Dairy,1872.8,20,1709.02,9.41,4,26739.28,7.05,62,1,0,0,Wallet,Silver,iPhone,Safari,Night,Rainy,34.79,1.4,0.14,1,12,102,6513,reduce,19,1,7
CUST_108773,44,Female,Delhi,187563,Frozen Food,868.83,59,935.04,6.37,7,29418.95,9.35,118,1,1,0,Debit Card,Silver,iPhone,Edge,Afternoon,Humid,18.42,2.0,0.11,0,6,398,2933,piece,17,1,5
CUST_108774,37,Male,Hyderabad,157959,Personal Care,831.04,2,954.4,1.71,6,61219.94,7.94,55,1,0,0,Wallet,Gold,Android,Chrome,Evening,Cloudy,3.05,1.3,0.31,0,15,438,7899,remain,6,1,4
CUST_108775,53,Female,Delhi,227190,Frozen Food,1364.32,51,1180.54,4.2,7,55132.71,10.96,104,1,1,0,Debit Card,Silver,Tablet,Chrome,Evening,Sunny,14.06,3.1,0.07,1,9,248,1272,and,18,1,8
CUST_108776,25,Female,Delhi,114149,Personal Care,460.78,4,538.04,2.63,8,40825.98,8.14,49,1,1,0,UPI,Bronze,Desktop,Safari,Evening,Humid,27.77,2.7,0.37,1,13,113,2250,value,15,1,4
CUST_108777,60,Male,Hyderabad,53585,Household,729.88,35,857.93,2.96,9,18343.17,1.36,70,1,1,0,Debit Card,Bronze,Android,Chrome,Morning,Rainy,48.79,2.4,0.29,1,1,478,4952,to,75,1,14
CUST_108778,23,Male,Chennai,130457,Beverages,402.25,39,369.72,7.46,6,47036.44,1.83,75,1,0,1,Credit Card,Silver,Tablet,Firefox,Morning,Humid,46.29,2.2,0.39,1,16,61,7716,new,77,1,7
CUST_108779,21,Male,Hyderabad,230936,Dairy,1469.6,32,1674.38,4.73,9,66665.85,6.31,116,1,0,1,Cash,Silver,Desktop,Firefox,Night,Rainy,56.08,1.7,0.18,1,11,84,7490,recognize,3,1,4
CUST_108780,58,Female,Chennai,86414,Household,413.05,2,354.41,1.26,8,29893.29,2.29,117,1,0,1,UPI,Silver,Desktop,Firefox,Evening,Rainy,8.78,2.9,0.05,0,4,417,9409,west,39,1,2
CUST_108781,23,Male,Delhi,42809,Dairy,1340.09,1,1486.48,2.25,6,4536.03,1.83,45,1,0,1,UPI,Platinum,iPhone,Edge,Morning,Sunny,16.73,4.7,0.01,0,2,11,3244,contain,2,1,3
CUST_108782,20,Male,Mumbai,217635,Frozen Food,975.03,9,1065.28,9.18,8,24764.98,8.94,74,1,0,1,Wallet,Platinum,iPhone,Chrome,Night,Rainy,53.38,3.8,0.12,1,9,98,2906,certainly,13,1,10
CUST_108783,57,Male,Bangalore,104306,Snacks,1600.77,58,1813.88,8.51,8,14256.97,8.79,73,1,0,1,Debit Card,Platinum,Tablet,Firefox,Evening,Humid,13.39,1.1,0.07,0,11,204,3556,fast,84,1,7
CUST_108784,25,Female,Hyderabad,197774,Beverages,325.97,9,378.35,8.64,9,19978.81,5.95,97,1,0,1,UPI,Platinum,iPhone,Safari,Afternoon,Rainy,58.14,2.0,0.15,1,7,20,1971,international,73,1,3
CUST_108785,23,Male,Bangalore,79406,Beverages,1650.08,2,1701.39,7.46,11,19405.07,5.13,45,1,1,0,Credit Card,Bronze,Tablet,Safari,Night,Cloudy,15.47,2.8,0.2,1,19,168,7388,mission,82,1,1
CUST_108786,69,Male,Delhi,47292,Frozen Food,620.22,27,709.9,3.68,5,11674.46,3.59,20,1,0,1,Credit Card,Platinum,iPhone,Safari,Night,Cloudy,43.98,2.9,0.04,0,18,297,1903,toward,26,1,3
CUST_108787,60,Male,Delhi,239218,Beverages,1813.43,16,2105.22,1.38,14,40239.85,8.84,54,1,0,0,UPI,Gold,Android,Safari,Evening,Sunny,45.31,2.9,0.14,0,11,289,4714,bring,47,1,4
CUST_108788,43,Male,Delhi,19365,Snacks,214.32,6,224.67,8.38,9,6160.48,11.13,25,1,0,0,Wallet,Silver,Desktop,Firefox,Morning,Rainy,17.48,4.4,0.21,1,11,301,6637,book,71,1,3
CUST_108789,67,Female,Mumbai,29993,Personal Care,560.98,42,670.78,7.92,9,10688.58,9.61,34,1,1,0,UPI,Silver,Tablet,Safari,Evening,Rainy,24.74,2.0,0.24,0,16,466,4108,customer,39,1,5
CUST_108790,40,Female,Chennai,170568,Dairy,592.65,25,668.68,5.36,10,52315.45,1.83,57,1,0,0,Credit Card,Bronze,Desktop,Firefox,Morning,Rainy,18.37,2.5,0.08,1,10,381,5561,physical,25,1,2
CUST_108791,68,Male,Kolkata,24242,Frozen Food,737.31,7,735.21,3.58,6,2170.9,7.26,23,1,1,1,Debit Card,Bronze,Android,Safari,Morning,Rainy,21.46,4.6,0.16,1,19,125,4999,box,9,1,3
CUST_108792,43,Female,Kolkata,22028,Snacks,1927.26,2,2188.46,5.69,12,5523.72,5.67,52,1,0,0,Cash,Silver,iPhone,Safari,Afternoon,Humid,41.12,3.6,0.27,0,3,297,2928,experience,90,1,1
CUST_108793,51,Female,Kolkata,175993,Household,1245.99,27,1180.63,8.62,10,14493.26,1.72,37,1,0,0,Credit Card,Gold,Android,Safari,Afternoon,Humid,40.95,4.0,0.18,0,10,149,6788,learn,58,1,2
CUST_108794,39,Female,Kolkata,141322,Household,1339.62,52,1409.11,8.95,7,25597.65,10.77,93,0,0,0,UPI,Platinum,Tablet,Edge,Morning,Humid,3.88,2.3,0.05,0,0,74,3975,name,77,1,3
CUST_108795,49,Female,Delhi,33117,Personal Care,612.96,14,644.93,3.13,10,10816.41,11.97,48,1,0,0,Cash,Bronze,Tablet,Chrome,Night,Humid,12.83,3.3,0.23,0,7,466,6405,management,93,1,1
CUST_108796,41,Male,Mumbai,104198,Household,583.7,23,572.41,6.33,6,14548.96,3.28,68,1,0,1,Credit Card,Silver,iPhone,Safari,Morning,Rainy,18.44,1.9,0.38,0,18,466,8543,provide,34,1,5
CUST_108797,52,Female,Chennai,19633,Snacks,1259.46,35,1243.41,7.75,8,5421.73,1.23,31,1,0,0,Wallet,Platinum,Android,Firefox,Evening,Rainy,13.54,1.6,0.11,1,4,211,7627,black,58,1,4
CUST_108798,46,Male,Chennai,211942,Snacks,1429.68,26,1514.16,4.49,11,37510.85,7.96,22,1,0,0,Cash,Platinum,iPhone,Firefox,Night,Cloudy,42.85,1.3,0.18,1,4,55,3085,debate,27,1,7
CUST_108799,31,Female,Bangalore,232974,Dairy,1934.01,12,1690.46,5.96,7,56426.37,9.03,19,1,0,0,Debit Card,Gold,Tablet,Firefox,Evening,Sunny,47.36,4.0,0.29,0,19,411,1186,miss,60,1,1
CUST_108800,29,Female,Bangalore,208434,Personal Care,1039.47,37,927.08,1.89,5,78495.36,3.59,63,1,0,0,UPI,Gold,iPhone,Firefox,Afternoon,Cloudy,43.45,2.0,0.05,1,5,228,2938,drug,18,1,3
CUST_108801,21,Female,Hyderabad,234222,Beverages,1653.56,52,1617.29,9.67,5,89367.19,10.49,48,1,0,0,Credit Card,Bronze,Desktop,Chrome,Morning,Cloudy,57.91,3.0,0.21,1,4,108,1127,everyone,91,1,5
CUST_108802,54,Female,Hyderabad,115657,Personal Care,1085.94,56,925.88,6.05,9,27864.66,10.39,25,1,1,1,Debit Card,Gold,Android,Firefox,Night,Cloudy,53.5,2.8,0.2,0,9,26,1199,throw,69,1,3
CUST_108803,35,Male,Delhi,70740,Beverages,1466.13,15,1324.97,2.39,11,6383.52,8.23,54,0,0,0,Credit Card,Gold,iPhone,Safari,Morning,Rainy,5.26,3.5,0.01,0,16,182,7626,area,87,1,2
CUST_108804,34,Male,Bangalore,68507,Snacks,571.03,45,506.2,4.44,3,18945.79,6.81,23,0,1,1,Cash,Platinum,Desktop,Chrome,Evening,Humid,18.44,1.6,0.17,1,1,244,5083,gas,49,1,4
CUST_108805,21,Female,Kolkata,220675,Household,1338.47,8,1225.52,2.66,7,85974.35,5.08,31,1,0,0,Wallet,Platinum,iPhone,Safari,Evening,Rainy,16.18,2.0,0.31,0,0,96,1122,seem,71,1,3
CUST_108806,66,Male,Chennai,179494,Frozen Food,143.13,53,163.25,5.05,9,40672.5,7.47,79,1,1,0,Wallet,Platinum,Tablet,Chrome,Morning,Sunny,21.96,2.0,0.38,0,3,48,7100,save,85,1,6
CUST_108807,66,Female,Bangalore,50394,Beverages,559.89,21,614.57,4.96,10,18548.51,11.11,80,1,0,1,UPI,Silver,Tablet,Edge,Evening,Rainy,41.87,2.8,0.04,0,1,314,4372,beautiful,1,1,3
CUST_108808,40,Female,Kolkata,54564,Household,1099.24,37,1259.13,7.61,12,14787.68,4.37,52,1,0,1,Wallet,Bronze,Desktop,Edge,Morning,Humid,39.09,3.3,0.33,0,4,332,9467,theory,88,1,4
CUST_108809,26,Male,Chennai,86638,Personal Care,285.39,47,274.43,3.89,10,8041.96,6.13,88,1,1,1,Wallet,Platinum,iPhone,Safari,Evening,Cloudy,13.78,2.8,0.14,0,0,285,5811,degree,88,1,5
CUST_108810,21,Male,Kolkata,177304,Personal Care,811.42,50,822.03,8.08,10,50204.37,4.97,54,1,0,0,UPI,Bronze,iPhone,Firefox,Night,Humid,13.17,2.1,0.37,1,1,62,5660,seat,61,1,7
CUST_108811,39,Female,Mumbai,151028,Snacks,1065.93,45,1226.65,2.26,14,35066.15,1.9,33,1,0,0,Wallet,Bronze,Desktop,Chrome,Morning,Rainy,59.0,1.8,0.0,1,4,76,1140,development,19,1,5
CUST_108812,69,Female,Mumbai,226741,Dairy,1932.47,34,1928.92,2.27,6,64053.68,8.8,62,1,0,0,Credit Card,Platinum,Android,Chrome,Morning,Sunny,42.31,3.0,0.2,0,18,176,2315,another,93,0,0
